,region,location,location_link,name,link,rating,rating_num,latitude,longitude,cooking,service,price_quality,environment,excellence_cert,address,price,families,couples,alone,business,friends,mar_may,jun_aug,sep_nov,dec_feb,excellent,very_good,good,bad,very_bad,Italian,first_foreign_new,second_foreign_new,excellent_p,very_good_p,good_p,bad_p,very_p,families_p,couples_p,alone_p,business_p,friends_p,mar_may_p,jun_aug_p,sep_nov_p,dec_feb_p
156,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Pakenhof_x000D_
",/Restaurant_Review-g641779-d8854785-Reviews-Pakenhof-Heverlee_Leuven_Flemish_Brabant_Province.html,4.5,18,50.860851,4.70744,4.5,4.5,4.5,NA,0,"Indirizzo:_x000D_
 Pakenstraat 61, Heverlee, Leuven 3001, Belgio _x000D_
_x000D_
",€,3,2,1,1,10,3,7,4,4,12,5,0,1,0,NA,NA,NA,0.666666666666667,0.277777777777778,0,0.0555555555555556,0,0.166666666666667,0.111111111111111,0.0555555555555556,0.0555555555555556,0.555555555555556,0.166666666666667,0.388888888888889,0.222222222222222,0.222222222222222
339,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
De Retenue_x000D_
",/Restaurant_Review-g641779-d11844385-Reviews-De_Retenue-Heverlee_Leuven_Flemish_Brabant_Province.html,3.5,2,50.85817,4.69555,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Naamsesteenweg 308 | tegenover Heilig Hart Instituut, Heverlee, Leuven 3001, Belgio _x000D_
_x000D_
",NA,1,0,0,0,1,1,0,1,0,0,1,1,0,0,NA,NA,NA,0,0.5,0.5,0,0,0.5,0,0,0,0.5,0.5,0,0.5,0
217,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Sapori Del Sud Ristorante Pizzeria_x000D_
",/Restaurant_Review-g3833828-d12586443-Reviews-Sapori_Del_Sud_Ristorante_Pizzeria-Kessel_Lo_Leuven_Flemish_Brabant_Province.html,4,19,50.884434,4.727752,4,4,3.5,NA,0,"Indirizzo:_x000D_
 Diestsesteenweg 182, Kessel-Lo, Leuven 3010, Belgio _x000D_
_x000D_
",NA,8,7,1,1,2,3,10,4,2,10,5,1,2,1,NA,NA,NA,0.526315789473684,0.263157894736842,0.0526315789473684,0.105263157894737,0.0526315789473684,0.421052631578947,0.368421052631579,0.0526315789473684,0.0526315789473684,0.105263157894737,0.157894736842105,0.526315789473684,0.210526315789474,0.105263157894737
254,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Het Seinhuis_x000D_
",/Restaurant_Review-g641779-d740855-Reviews-Het_Seinhuis-Heverlee_Leuven_Flemish_Brabant_Province.html,3.5,26,50.86272,4.69486,3.5,4,3.5,NA,0,"Indirizzo:_x000D_
 Sint-Lambertusstraat 1, Heverlee, Leuven 3001, Belgio _x000D_
_x000D_
",€€ - €€€,8,6,4,0,4,3,5,15,3,4,13,3,4,2,NA,NA,NA,0.153846153846154,0.5,0.115384615384615,0.153846153846154,0.0769230769230769,0.307692307692308,0.230769230769231,0.153846153846154,0,0.153846153846154,0.115384615384615,0.192307692307692,0.576923076923077,0.115384615384615
82,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Life bar_x000D_
",/Restaurant_Review-g188669-d12947592-Reviews-Life_bar-Leuven_Flemish_Brabant_Province.html,4.5,41,50.877823,4.698519,4.5,4.5,4.5,NA,0,"Indirizzo:_x000D_
 Parijsstraat 48, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,5,9,7,0,17,5,9,12,15,29,9,1,2,0,NA,NA,NA,0.707317073170732,0.219512195121951,0.024390243902439,0.0487804878048781,0,0.121951219512195,0.219512195121951,0.170731707317073,0,0.414634146341463,0.121951219512195,0.219512195121951,0.292682926829268,0.365853658536585
290,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
De Smullende Heks_x000D_
",/Restaurant_Review-g188669-d5037396-Reviews-De_Smullende_Heks-Leuven_Flemish_Brabant_Province.html,3.5,10,50.882149,4.71366,3,3.5,3.5,NA,0,"Indirizzo:_x000D_
 Diestsestraat 250, Leuven 3000, Belgio _x000D_
_x000D_
",€,0,1,5,1,1,1,0,2,7,2,5,2,0,1,NA,NA,NA,0.2,0.5,0.2,0,0.1,0,0.1,0.5,0.1,0.1,0.1,0,0.2,0.7
198,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Cafe Marie Theresa_x000D_
",/Restaurant_Review-g188669-d7350669-Reviews-Cafe_Marie_Theresa-Leuven_Flemish_Brabant_Province.html,4,13,50.88065,4.714528,4,NA,4,NA,0,"Indirizzo:_x000D_
 Martelarenplein 1, Leuven 3000, Belgio _x000D_
_x000D_
",€,0,6,3,1,3,3,4,3,3,5,6,2,0,0,NA,NA,NA,0.384615384615385,0.461538461538462,0.153846153846154,0,0,0,0.461538461538462,0.230769230769231,0.0769230769230769,0.230769230769231,0.230769230769231,0.307692307692308,0.230769230769231,0.230769230769231
18,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Baracca_x000D_
",/Restaurant_Review-g188669-d8813093-Reviews-Baracca-Leuven_Flemish_Brabant_Province.html,4,313,50.878044,4.703565,4,4,3.5,NA,0,"Indirizzo:_x000D_
 Tiensestraat 34, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,49,104,4,12,120,67,95,74,77,135,116,36,16,10,NA,NA,NA,0.431309904153355,0.370607028753994,0.115015974440895,0.0511182108626198,0.0319488817891374,0.156549520766773,0.332268370607029,0.012779552715655,0.0383386581469649,0.383386581469649,0.21405750798722,0.303514376996805,0.236421725239617,0.246006389776358
206,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Mama Wong_x000D_
",/Restaurant_Review-g641779-d6816825-Reviews-Mama_Wong-Heverlee_Leuven_Flemish_Brabant_Province.html,3.5,55,50.863571,4.69569,4,3,3.5,3.5,0,"Indirizzo:_x000D_
 Naamsesteenweg 178, Heverlee, Leuven 3001, Belgio _x000D_
_x000D_
",€€ - €€€,13,22,1,4,10,11,9,23,12,18,16,8,10,3,NA,NA,NA,0.327272727272727,0.290909090909091,0.145454545454545,0.181818181818182,0.0545454545454545,0.236363636363636,0.4,0.0181818181818182,0.0727272727272727,0.181818181818182,0.2,0.163636363636364,0.418181818181818,0.218181818181818
377,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
La stazione di venezia_x000D_
",/Restaurant_Review-g188669-d12523953-Reviews-La_stazione_di_venezia-Leuven_Flemish_Brabant_Province.html,1,1,50.883511,4.71876,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Diestsesteenweg 66, Leuven 3010, Belgio _x000D_
_x000D_
",€€ - €€€,0,0,1,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,1,0,0,1,0,0,1,0,0,0
298,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Foodsquare Novotel Leuven_x000D_
",/Restaurant_Review-g188669-d7742562-Reviews-Foodsquare_Novotel_Leuven-Leuven_Flemish_Brabant_Province.html,3.5,24,50.885891,4.71044,2.5,3.5,3,NA,0,"Indirizzo:_x000D_
 Vuurkruisenlaan 4, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,1,12,0,5,2,9,6,5,4,4,6,8,4,2,NA,NA,NA,0.166666666666667,0.25,0.333333333333333,0.166666666666667,0.0833333333333333,0.0416666666666667,0.5,0,0.208333333333333,0.0833333333333333,0.375,0.25,0.208333333333333,0.166666666666667
147,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Terra_x000D_
",/Restaurant_Review-g188669-d3239514-Reviews-Terra-Leuven_Flemish_Brabant_Province.html,4.5,25,50.87529,4.70471,4.5,4.5,4.5,4.5,0,"Indirizzo:_x000D_
 Frederik Lintsstraat 5, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,9,8,0,3,4,3,7,10,5,14,10,0,1,0,NA,NA,NA,0.56,0.4,0,0.04,0,0.36,0.32,0,0.12,0.16,0.12,0.28,0.4,0.2
374,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
O'Tacos_x000D_
",/Restaurant_Review-g188669-d15030589-Reviews-O_Tacos-Leuven_Flemish_Brabant_Province.html,2.5,8,50.879551,4.70307,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Rector de Somerplein 7, Leuven 3000, Belgio _x000D_
_x000D_
",NA,2,4,1,0,1,0,4,4,0,2,1,0,1,4,NA,NA,NA,0.25,0.125,0,0.125,0.5,0.25,0.5,0.125,0,0.125,0,0.5,0.5,0
219,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
De Groene Hoek_x000D_
",/Restaurant_Review-g188669-d12487747-Reviews-De_Groene_Hoek-Leuven_Flemish_Brabant_Province.html,5,7,50.882469,4.7074,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 J.P. Minckelersstraat 48, Leuven 3000, Belgio _x000D_
_x000D_
",NA,0,0,4,0,2,3,3,0,1,6,1,0,0,0,NA,NA,NA,0.857142857142857,0.142857142857143,0,0,0,0,0,0.571428571428571,0,0.285714285714286,0.428571428571429,0.428571428571429,0,0.142857142857143
194,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
La Vecchia Napoli_x000D_
",/Restaurant_Review-g188669-d951763-Reviews-La_Vecchia_Napoli-Leuven_Flemish_Brabant_Province.html,4,117,50.879742,4.69998,4.5,3.5,4,3.5,0,"Indirizzo:_x000D_
 Pensstraat 6, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,21,26,4,2,43,26,31,32,28,53,33,13,7,11,NA,NA,NA,0.452991452991453,0.282051282051282,0.111111111111111,0.0598290598290598,0.094017094017094,0.179487179487179,0.222222222222222,0.0341880341880342,0.0170940170940171,0.367521367521368,0.222222222222222,0.264957264957265,0.273504273504274,0.239316239316239
197,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
PortoGalo_x000D_
",/Restaurant_Review-g188669-d1025192-Reviews-PortoGalo-Leuven_Flemish_Brabant_Province.html,4,31,50.878239,4.70041,4,4,4,NA,0,"Indirizzo:_x000D_
 Zeelstraat 4, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,2,16,2,2,3,10,6,9,6,12,8,6,3,2,NA,NA,NA,0.387096774193548,0.258064516129032,0.193548387096774,0.0967741935483871,0.0645161290322581,0.0645161290322581,0.516129032258065,0.0645161290322581,0.0645161290322581,0.0967741935483871,0.32258064516129,0.193548387096774,0.290322580645161,0.193548387096774
361,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
O Fado_x000D_
",/Restaurant_Review-g188669-d1097409-Reviews-O_Fado-Leuven_Flemish_Brabant_Province.html,3,131,50.878151,4.69896,3,3.5,3,3.5,0,"Indirizzo:_x000D_
 Parijsstraat 49, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,22,55,5,5,32,41,36,32,22,20,38,23,23,27,NA,NA,NA,0.152671755725191,0.290076335877863,0.175572519083969,0.175572519083969,0.206106870229008,0.16793893129771,0.419847328244275,0.0381679389312977,0.0381679389312977,0.244274809160305,0.312977099236641,0.274809160305344,0.244274809160305,0.16793893129771
27,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Restaurant EssenCiel_x000D_
",/Restaurant_Review-g188669-d5984676-Reviews-Restaurant_EssenCiel-Leuven_Flemish_Brabant_Province.html,4.5,140,50.878075,4.703007,4.5,4.5,4,4,0,"Indirizzo:_x000D_
 Muntstraat 23, Leuven 3000, Belgio _x000D_
_x000D_
",€€€€,21,46,7,16,44,40,35,36,29,82,35,17,5,1,NA,NA,NA,0.585714285714286,0.25,0.121428571428571,0.0357142857142857,0.00714285714285714,0.15,0.328571428571429,0.05,0.114285714285714,0.314285714285714,0.285714285714286,0.25,0.257142857142857,0.207142857142857
225,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Tokyo Station_x000D_
",/Restaurant_Review-g188669-d14761329-Reviews-Tokyo_Station-Leuven_Flemish_Brabant_Province.html,5,6,50.87851,4.69932,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Drie Egelenberg 4, Leuven 3000, Belgio _x000D_
_x000D_
",NA,2,2,1,0,1,0,4,2,0,5,1,0,0,0,NA,NA,NA,0.833333333333333,0.166666666666667,0,0,0,0.333333333333333,0.333333333333333,0.166666666666667,0,0.166666666666667,0,0.666666666666667,0.333333333333333,0
248,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
La Frasca_x000D_
",/Restaurant_Review-g188669-d15062395-Reviews-La_Frasca-Leuven_Flemish_Brabant_Province.html,4.5,5,50.879551,4.70712,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Jan Stasstraat 10, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,2,1,1,0,1,0,1,4,0,3,2,0,0,0,NA,NA,NA,0.6,0.4,0,0,0,0.4,0.2,0.2,0,0.2,0,0.2,0.8,0
312,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Jeannine_x000D_
",/Restaurant_Review-g188669-d13136512-Reviews-Jeannine-Leuven_Flemish_Brabant_Province.html,3.5,5,50.88102,4.699092,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Wandelingstraat 2A, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,0,3,2,0,0,5,0,0,0,0,3,2,0,0,NA,NA,NA,0,0.6,0.4,0,0,0,0.6,0.4,0,0,1,0,0,0
332,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Alma 2_x000D_
",/Restaurant_Review-g188669-d1407922-Reviews-Alma_2-Leuven_Flemish_Brabant_Province.html,3,14,50.873894,4.703536,3,3,4.5,2,0,"Indirizzo:_x000D_
 Edward Van Evenstraat 2/C, Leuven 3000, Belgio _x000D_
_x000D_
",€,0,0,1,0,8,4,3,2,5,1,3,7,3,0,NA,NA,NA,0.0714285714285714,0.214285714285714,0.5,0.214285714285714,0,0,0,0.0714285714285714,0,0.571428571428571,0.285714285714286,0.214285714285714,0.142857142857143,0.357142857142857
378,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Bangkok Take Away_x000D_
",/Restaurant_Review-g3833828-d4082064-Reviews-Bangkok_Take_Away-Kessel_Lo_Leuven_Flemish_Brabant_Province.html,4.5,12,50.887051,4.72202,4.5,4.5,4,NA,0,"Indirizzo:_x000D_
 Kerkstraat 88, Kessel-Lo, Leuven 3010, Belgio _x000D_
_x000D_
",€,5,5,1,0,1,3,5,0,4,6,5,0,0,1,NA,NA,NA,0.5,0.416666666666667,0,0,0.0833333333333333,0.416666666666667,0.416666666666667,0.0833333333333333,0,0.0833333333333333,0.25,0.416666666666667,0,0.333333333333333
137,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Officina Clandestina, Il Ristorante Italiano_x000D_
",/Restaurant_Review-g188669-d3358284-Reviews-Officina_Clandestina_The_Italian_Restaurant-Leuven_Flemish_Brabant_Province.html,4,116,50.876446,4.699424,4,4,3.5,3.5,0,"Indirizzo:_x000D_
 Sint Antoniusberg 6, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,16,25,5,10,52,43,13,36,24,48,32,13,12,11,NA,NA,NA,0.413793103448276,0.275862068965517,0.112068965517241,0.103448275862069,0.0948275862068965,0.137931034482759,0.21551724137931,0.0431034482758621,0.0862068965517241,0.448275862068966,0.370689655172414,0.112068965517241,0.310344827586207,0.206896551724138
69,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Medina Leuven_x000D_
",/Restaurant_Review-g188669-d10027834-Reviews-Medina_Leuven-Leuven_Flemish_Brabant_Province.html,5,45,50.876381,4.709665,5,4.5,5,NA,1,"Indirizzo:_x000D_
 Blijde-Inkomststraat 31A, Leuven 3000, Belgio _x000D_
_x000D_
",€,6,11,2,3,21,12,6,16,11,37,7,0,1,0,NA,NA,NA,0.822222222222222,0.155555555555556,0,0.0222222222222222,0,0.133333333333333,0.244444444444444,0.0444444444444444,0.0666666666666667,0.466666666666667,0.266666666666667,0.133333333333333,0.355555555555556,0.244444444444444
96,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Gastrobar Hop_x000D_
",/Restaurant_Review-g188669-d13478353-Reviews-Gastrobar_Hop-Leuven_Flemish_Brabant_Province.html,5,23,50.887779,4.700582,5,5,5,NA,0,"Indirizzo:_x000D_
 Vaartkom 1a, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,3,9,1,0,9,10,9,4,0,20,3,0,0,0,NA,NA,NA,0.869565217391304,0.130434782608696,0,0,0,0.130434782608696,0.391304347826087,0.0434782608695652,0,0.391304347826087,0.434782608695652,0.391304347826087,0.173913043478261,0
366,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Chez Les Kadee_x000D_
",/Restaurant_Review-g188669-d10221926-Reviews-Chez_Les_Kadee-Leuven_Flemish_Brabant_Province.html,2,1,50.877232,4.70393,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Alfons Smetsplein 8, Leuven 3000, Belgio _x000D_
_x000D_
",NA,0,0,0,0,1,1,0,0,0,0,0,0,1,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,1,0,0,0
242,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
At the Bebop_x000D_
",/Restaurant_Review-g188669-d10751234-Reviews-At_the_Bebop-Leuven_Flemish_Brabant_Province.html,4.5,6,50.87653,4.70602,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Tiensestraat 82, Leuven 3000, Belgio _x000D_
_x000D_
",NA,1,3,1,0,1,0,2,2,2,4,2,0,0,0,NA,NA,NA,0.666666666666667,0.333333333333333,0,0,0,0.166666666666667,0.5,0.166666666666667,0,0.166666666666667,0,0.333333333333333,0.333333333333333,0.333333333333333
6,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Couvert Couvert_x000D_
",/Restaurant_Review-g641779-d740850-Reviews-Couvert_Couvert-Heverlee_Leuven_Flemish_Brabant_Province.html,4.5,262,50.863045,4.659722,4.5,4.5,4,4,1,"Indirizzo:_x000D_
 Sint-Jansbergsesteenweg 171, Heverlee, Leuven 3001, Belgio _x000D_
_x000D_
",€€€€,37,79,4,44,54,62,74,67,59,154,64,31,8,5,NA,NA,NA,0.587786259541985,0.244274809160305,0.118320610687023,0.0305343511450382,0.0190839694656489,0.141221374045802,0.301526717557252,0.0152671755725191,0.16793893129771,0.206106870229008,0.236641221374046,0.282442748091603,0.255725190839695,0.225190839694656
203,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
EXKi Leuven_x000D_
",/Restaurant_Review-g188669-d10047233-Reviews-EXKi_Leuven-Leuven_Flemish_Brabant_Province.html,4,21,50.879269,4.703115,5,4,4,NA,0,"Indirizzo:_x000D_
 Rector de Somerplein 8, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,3,7,5,1,4,6,7,6,2,5,10,4,2,0,NA,NA,NA,0.238095238095238,0.476190476190476,0.19047619047619,0.0952380952380952,0,0.142857142857143,0.333333333333333,0.238095238095238,0.0476190476190476,0.19047619047619,0.285714285714286,0.333333333333333,0.285714285714286,0.0952380952380952
303,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Iliria_x000D_
",/Restaurant_Review-g188669-d2647922-Reviews-Iliria-Leuven_Flemish_Brabant_Province.html,3.5,14,50.878139,4.70144,4,3.5,4,3.5,0,"Indirizzo:_x000D_
 Muntstraat 10, Leuven 3000, Belgio _x000D_
_x000D_
",NA,1,3,0,0,7,6,4,4,0,3,6,3,1,1,NA,NA,NA,0.214285714285714,0.428571428571429,0.214285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.214285714285714,0,0,0.5,0.428571428571429,0.285714285714286,0.285714285714286,0
363,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
De Lange Trappen_x000D_
",/Restaurant_Review-g188669-d740919-Reviews-De_Lange_Trappen-Leuven_Flemish_Brabant_Province.html,3,82,50.879631,4.70025,3,3,3,3,0,"Indirizzo:_x000D_
 Mathieu de Layensplein 1, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,13,28,4,2,24,22,21,12,27,6,25,19,14,18,NA,NA,NA,0.0731707317073171,0.304878048780488,0.231707317073171,0.170731707317073,0.219512195121951,0.158536585365854,0.341463414634146,0.0487804878048781,0.024390243902439,0.292682926829268,0.268292682926829,0.25609756097561,0.146341463414634,0.329268292682927
166,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
La Vignette_x000D_
",/Restaurant_Review-g188669-d6674861-Reviews-La_Vignette-Leuven_Flemish_Brabant_Province.html,3.5,54,50.881329,4.714002,4,4,4,3.5,0,"Indirizzo:_x000D_
 Martelarenplein 8, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,9,14,7,7,12,13,12,17,12,7,32,8,6,1,NA,NA,NA,0.12962962962963,0.592592592592593,0.148148148148148,0.111111111111111,0.0185185185185185,0.166666666666667,0.259259259259259,0.12962962962963,0.12962962962963,0.222222222222222,0.240740740740741,0.222222222222222,0.314814814814815,0.222222222222222
314,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
In Den Vetten Os_x000D_
",/Restaurant_Review-g188669-d10815729-Reviews-In_Den_Vetten_Os-Leuven_Flemish_Brabant_Province.html,4.5,2,50.87479,4.69142,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Kapucijnenvoer 183, Leuven 3000, Belgio _x000D_
_x000D_
",NA,0,0,0,0,2,1,0,1,0,1,1,0,0,0,NA,NA,NA,0.5,0.5,0,0,0,0,0,0,0,1,0.5,0,0.5,0
170,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Koerier van Navarra_x000D_
",/Restaurant_Review-g188669-d1775479-Reviews-Koerier_van_Navarra-Leuven_Flemish_Brabant_Province.html,4.5,22,50.87093,4.69324,5,4.5,4.5,5,0,"Indirizzo:_x000D_
 Tervuursevest 130, Leuven 3000, Belgio _x000D_
_x000D_
",€€ - €€€,4,1,0,2,13,7,6,6,3,13,7,2,0,0,NA,NA,NA,0.590909090909091,0.318181818181818,0.0909090909090909,0,0,0.181818181818182,0.0454545454545455,0,0.0909090909090909,0.590909090909091,0.318181818181818,0.272727272727273,0.272727272727273,0.136363636363636
211,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Het Strand_x000D_
",/Restaurant_Review-g188669-d15005312-Reviews-Het_Strand-Leuven_Flemish_Brabant_Province.html,5,6,50.874973,4.708498,NA,NA,NA,NA,0,"Indirizzo:_x000D_
 Tiensestraat 138, Leuven 3000, Belgio _x000D_
_x000D_
",NA,1,2,0,0,3,0,1,5,0,6,0,0,0,0,NA,NA,NA,1,0,0,0,0,0.166666666666667,0.333333333333333,0,0,0.5,0,0.166666666666667,0.833333333333333,0
75,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Trente_x000D_
",/Restaurant_Review-g188669-d786410-Reviews-Trente-Leuven_Flemish_Brabant_Province.html,4,185,50.878002,4.70291,4.5,4,3.5,3.5,1,"Indirizzo:_x000D_
 Muntstraat 36, Leuven 3000, Belgio _x000D_
_x000D_
",€€€€,18,58,5,14,38,47,47,39,52,89,52,24,12,8,NA,NA,NA,0.481081081081081,0.281081081081081,0.12972972972973,0.0648648648648649,0.0432432432432432,0.0972972972972973,0.313513513513514,0.027027027027027,0.0756756756756757,0.205405405405405,0.254054054054054,0.254054054054054,0.210810810810811,0.281081081081081
192,Leuven,Leuven_Flemish_Brabant_Province,https://www.tripadvisor.it/Restaurants-g188669-Leuven_Flemish_Brabant_Province.html,"_x000D_
Nirvana Kitchen_x000D_
",/Restaurant_Review-g188669-d10771999-Reviews-Nirvana_Kitchen-Leuven_Flemish_Brabant_Province.html,5,8,50.87505,4.69007,5,5,5,NA,0,"Indirizzo:_x000D_
 Arthur de Greefstraat 14 | Hal5, Leuven 3010, Belgio _x000D_
_x000D_
",€,1,0,2,0,5,1,2,4,1,8,0,0,0,0,NA,NA,NA,1,0,0,0,0,0.125,0,0.25,0,0.625,0.125,0.25,0.5,0.125
