Column,name,link,rating,rating_num,ranking,latitude,longitude,stars,excellence_cert,address,price_range,stars_alt,rooms,evaluation,families,couples,alone,business,friends,mar_may,jun_aug,sep_nov,dec_feb_old,languages,price_range_low,price_range_up,avg_price,stars_alt_new,excellent,very_good,good,bad,very_bad,dec_feb,italian,first_foreign_new,second_foreign_new,NA,NA2,excellent_p,very_good_p,good_p,bad_p,very_p,families_p,couples_p,alone_p,business_p,friends_p,mar_may_p,jun_aug_p,sep_nov_p,dec_feb_p,region
22,The Lodge Heverlee,/Hotel_Review-g641779-d1380705-Reviews-The_Lodge_Heverlee-Heverlee_Leuven_Flemish_Brabant_Province.html,4,100,N. 2 di 2 Bed & Breakfast a Heverlee,"50,861019","4,685631",NA,1,Kantineplein 3,NA,NA,NA,3.8,2,29,9,23,12,30,18,15,Eccellente6Molto buono6Nella media1Scarso1Pessimo1,Italiano (7),Olandese (13),Inglese (8),NA,NA,NA,NA,8,13,3,3,2,15,NA,NA,NA,NA,NA,"0,08","0,13","0,03","0,02","0,29","0,09","0,23","0,12","0,3","0,18","0,15","0,03",Leuven
52,Room 88,/Hotel_Review-g188669-d2522625-Reviews-Room_88-Leuven_Flemish_Brabant_Province.html,NA,NA,NA,"50,882881","4,69837",NA,Vedi tutte le foto (6)6,Mechelsestraat 88,NA,NA,NA,3.8,2,29,9,23,12,30,18,15,Eccellente6Molto buono6Nella media1Scarso1Pessimo1,Italiano (7),Olandese (13),Inglese (8),NA,NA,NA,NA,8,13,3,3,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leuven
6,Ibis Budget Hotel Leuven,/Hotel_Review-g188669-d2139000-Reviews-Ibis_Budget_Hotel_Leuven-Leuven_Flemish_Brabant_Province.html,"3,5",577,N. 7 di 18 hotel a Leuven,"50,882454","4,716892",NA,Vedi tutte le foto (115)115,Martelarenlaan 10,NA,NA,NA,3.5,24,143,58,70,63,126,58,72,Eccellente6Molto buono30Nella media23Scarso7Pessimo4,Italiano (53),Inglese (66),Olandese (35),NA,NA,NA,NA,9,21,15,4,4,70,NA,NA,NA,NA,NA,"0,0155979202772964","0,0363951473136915","0,0259965337954939","0,0415944540727903","0,247833622183709","0,10051993067591","0,121317157712305","0,109185441941075","0,218370883882149","0,10051993067591","0,124783362218371","0,00693240901213172",Leuven
27,HI Jeugdherberg De Blauwput Leuven,/Hotel_Review-g188669-d1202530-Reviews-HI_Jeugdherberg_De_Blauwput_Leuven-Leuven_Flemish_Brabant_Province.html,"3,5",34,N. 3 di 19 altri alloggi a Leuven,"50,882969","4,71787",NA,Vedi tutte le foto (8)8,Martelarenlaan 11a,NA,NA,NA,3,0,6,5,5,6,13,5,12,Eccellente1Molto buono1Nella media3Scarso1Pessimo0,Italiano (3),Inglese (3),Francese (2),NA,NA,NA,NA,1,0,3,2,0,6,NA,NA,NA,NA,NA,"0,0294117647058824",0,"0,0882352941176471",0,"0,176470588235294","0,147058823529412","0,147058823529412","0,176470588235294","0,382352941176471","0,147058823529412","0,352941176470588","0,0588235294117647",Leuven
28,Ambassador Suites Leuven,/Hotel_Review-g188669-d1378898-Reviews-Ambassador_Suites_Leuven-Leuven_Flemish_Brabant_Province.html,3,48,N. 8 di 19 altri alloggi a Leuven,"50,881081","4,70685",NA,Vedi tutte le foto (33)33,Sint-Maartenstraat 12d,NA,NA,NA,3.6,1,9,5,5,8,14,9,9,Eccellente1Molto buono2Nella media1Scarso1Pessimo1,Italiano (4),Inglese (6),Olandese (2),NA,NA,NA,NA,2,4,1,1,1,6,NA,NA,NA,NA,NA,"0,0416666666666667","0,0833333333333333","0,0208333333333333","0,0208333333333333","0,1875","0,104166666666667","0,104166666666667","0,166666666666667","0,291666666666667","0,1875","0,1875","0,0208333333333333",Leuven
59,Wannes Suite,/Hotel_Review-g3833828-d13149248-Reviews-Wannes_Suite-Kessel_Lo_Leuven_Flemish_Brabant_Province.html,"4,5",4,NA,"50,885029","4,72531",NA,Vedi tutte le foto (16)16,Lindensestraat 55,NA,NA,NA,3,0,1,1,1,1,2,1,2,Eccellente0Molto buono0Nella media1Scarso0Pessimo0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,NA,NA,NA,NA,NA,0,0,"0,25",0,"0,25","0,25","0,25","0,25","0,5","0,25","0,5",0,Leuven
19,Hotel Industrie,/Hotel_Review-g188669-d736300-Reviews-Hotel_Industrie-Leuven_Flemish_Brabant_Province.html,3,34,N. 17 di 18 hotel a Leuven,"50,881161","4,71386",NA,Vedi tutte le foto (41)41,Martelarenplein 7,NA,NA,NA,2.5,0,8,2,5,2,6,1,4,Eccellente0Molto buono2Nella media0Scarso1Pessimo0,Italiano (3),Olandese (3),Inglese (2),NA,NA,NA,NA,0,2,2,2,2,3,NA,NA,NA,NA,NA,0,"0,0588235294117647","0,0588235294117647",0,"0,235294117647059","0,0588235294117647","0,147058823529412","0,0588235294117647","0,176470588235294","0,0294117647058824","0,117647058823529","0,0588235294117647",Leuven
56,Oude Brouwerij Keyser Carel,/Hotel_Review-g188669-d561852-Reviews-Oude_Brouwerij_Keyser_Carel-Leuven_Flemish_Brabant_Province.html,5,17,N. 9 di 26 Bed & Breakfast a Leuven,NA,NA,NA,Vedi tutte le foto (13)13,Lei 15,NA,NA,NA,5,0,6,1,6,1,4,1,2,Eccellente3Molto buono0Nella media0Scarso0Pessimo0,Italiano (5),Inglese (6),Tutte le lingue,NA,NA,NA,NA,6,0,0,0,0,3,NA,NA,NA,NA,NA,"0,352941176470588",0,0,0,"0,352941176470588","0,0588235294117647","0,352941176470588","0,0588235294117647","0,235294117647059","0,0588235294117647","0,117647058823529",0,Leuven
47,Sint-Maartenshousing,/Hotel_Review-g188669-d13075192-Reviews-Sint_Maartenshousing-Leuven_Flemish_Brabant_Province.html,3,3,N. 12 di 19 altri alloggi a Leuven,"50,88274","4,70741",NA,0,Jean-Baptiste Van Monsstraat 9,NA,NA,NA,NaN,0,0,0,0,0,0,0,0,Eccellente0Molto buono0Nella media0Scarso0Pessimo0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,Leuven
41,Atel Theaterhotel,/Hotel_Review-g188669-d280655-Reviews-Atel_Theaterhotel-Leuven_Flemish_Brabant_Province.html,"4,5",4,N. 16 di 18 hotel a Leuven,"50,879349","4,70473",NA,Vedi tutte le foto (6)6,Bondgenotenlaan 20,NA,NA,NA,NaN,0,0,0,0,0,1,0,0,Eccellente0Molto buono1Nella media0Scarso0Pessimo0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"0,25",0,0,0,Leuven
17,Getaway Studios Leuven,/Hotel_Review-g188669-d7646152-Reviews-Getaway_Studios_Leuven-Leuven_Flemish_Brabant_Province.html,4,165,N. 2 di 19 altri alloggi a Leuven,NA,NA,NA,1,Vital Decosterstraat 23,NA,NA,NA,4.5,13,41,11,16,18,36,16,24,Eccellente7Molto buono7Nella media1Scarso1Pessimo0,Italiano (26),Inglese (26),Olandese (9),NA,NA,NA,NA,27,9,2,3,0,16,NA,NA,NA,NA,NA,"0,163636363636364","0,0545454545454545","0,0121212121212121","0,0787878787878788","0,248484848484848","0,0666666666666667","0,096969696969697","0,109090909090909","0,218181818181818","0,096969696969697","0,145454545454545","0,0181818181818182",Leuven
60,Your House Apartments,/Hotel_Review-g188669-d7620835-Reviews-Your_House_Apartments-Leuven_Flemish_Brabant_Province.html,5,3,N. 7 di 19 altri alloggi a Leuven,"50,881828","4,70415",NA,Vedi tutte le foto (6)6,Rijschoolstraat 31,NA,NA,NA,5,1,2,0,0,1,0,0,0,Eccellente0Molto buono0Nella media0Scarso0Pessimo0,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,NA,NA,NA,NA,NA,"0,666666666666667",0,0,"0,333333333333333","0,666666666666667",0,0,"0,333333333333333",0,0,0,0,Leuven
1,pentahotel Leuven,/Hotel_Review-g188669-d227977-Reviews-Pentahotel_Leuven-Leuven_Flemish_Brabant_Province.html,"4,5",1689,N. 3 di 18 hotel a Leuven,NA,NA,NA,1,Alfons Smetsplein 7,NA,NA,NA,4.2,28,357,139,287,158,514,256,278,Eccellente92Molto buono89Nella media39Scarso13Pessimo5,NA,NA,NA,NA,NA,NA,NA,150,158,32,12,5,238,NA,NA,NA,NA,NA,"0,088809946714032","0,093546477205447","0,0189461219656602","0,0165778567199526","0,211367673179396","0,0822972172883363","0,169923031379515","0,093546477205447","0,304322084073416","0,151568975725281","0,164594434576673","0,00710479573712256",Leuven
54,Hotel Mille Colonnes,/Hotel_Review-g188669-d941172-Reviews-Hotel_Mille_Colonnes-Leuven_Flemish_Brabant_Province.html,"3,5",107,N. 11 di 18 hotel a Leuven,"50,880852","4,714444",NA,Vedi tutte le foto (46)46,Martelarenplein 5,NA,NA,NA,3.5,1,19,5,14,4,25,11,12,Eccellente1Molto buono3Nella media2Scarso1Pessimo1,Italiano (8),Inglese (7),Olandese (7),NA,NA,NA,NA,1,13,1,2,2,8,NA,NA,NA,NA,NA,"0,00934579439252336","0,121495327102804","0,00934579439252336","0,00934579439252336","0,177570093457944","0,0467289719626168","0,130841121495327","0,0373831775700935","0,233644859813084","0,102803738317757","0,11214953271028","0,0186915887850467",Leuven
62,City Apartments Leuven,/Hotel_Review-g188669-d1463582-Reviews-City_Apartments_Leuven-Leuven_Flemish_Brabant_Province.html,2,8,N. 15 di 19 altri alloggi a Leuven,"50,881969","4,69692",NA,Vedi tutte le foto (6)6,Lei 33,NA,NA,NA,NaN,0,0,0,0,0,2,1,0,Eccellente0Molto buono0Nella media1Scarso0Pessimo0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"0,25","0,125",0,0,Leuven
38,YENN b&b,/Hotel_Review-g188669-d1932207-Reviews-YENN_b_b-Leuven_Flemish_Brabant_Province.html,5,57,N. 3 di 26 Bed & Breakfast a Leuven,"50,876675","4,715442",NA,Vedi tutte le foto (37)37,Tiensevest 122,NA,NA,NA,4.8,3,17,5,12,6,19,5,9,Eccellente14Molto buono1Nella media0Scarso0Pessimo0,Italiano (8),Inglese (8),Olandese (7),NA,NA,NA,NA,14,3,0,0,0,15,NA,NA,NA,NA,NA,"0,245614035087719","0,0526315789473684",0,"0,0526315789473684","0,298245614035088","0,087719298245614","0,210526315789474","0,105263157894737","0,333333333333333","0,087719298245614","0,157894736842105",0,Leuven
11,The Fourth - Tafelrond,/Hotel_Review-g188669-d12694745-Reviews-The_Fourth_Tafelrond-Leuven_Flemish_Brabant_Province.html,4,58,N. 9 di 18 hotel a Leuven,"50,878948","4,702",NA,Vedi tutte le foto (52)52,Grote Markt 5,NA,NA,NA,4.3,1,11,1,6,2,19,2,14,Eccellente4Molto buono1Nella media0Scarso0Pessimo0,Italiano (3),Olandese (6),Inglese (3),NA,NA,NA,NA,5,5,0,1,0,5,NA,NA,NA,NA,NA,"0,0862068965517241","0,0862068965517241",0,"0,0172413793103448","0,189655172413793","0,0172413793103448","0,103448275862069","0,0344827586206897","0,327586206896552","0,0344827586206897","0,241379310344828","0,0172413793103448",Leuven
33,Daya Bed & Breakfast,/Hotel_Review-g3833828-d15185770-Reviews-Daya_Bed_Breakfast-Kessel_Lo_Leuven_Flemish_Brabant_Province.html,5,2,NA,"50,88377","4,717519",NA,0,Oude Diestsesteenweg 1,NA,NA,NA,NaN,0,0,0,0,0,1,0,1,Eccellente0Molto buono0Nella media0Scarso0Pessimo0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"0,5",0,"0,5",0,Leuven
